Centroid_Lat,Centroid_Long,Cell_ID,Date,Events_per_Day,Event_Generators_Per_day,Normal_per_Day,Events_Overall,Event_Generators_Overall,Normal_Overall,Event_F_Per_DAY,Event_H_Per_DAY,Event_L_Per_DAY,Event_P_Per_DAY,Normal_F_Per_DAY,Normal_H_Per_DAY,Normal_L_Per_DAY,Normal_P_Per_DAY
21.149027940984187,79.1169031278875,88609612cdfffff,02-06-22,9,1,9.0,65,3,21.666666666666668,2,4,0,3,2.0,4.0,0.0,3.0
21.149027940984187,79.1169031278875,88609612cdfffff,02-08-22,6,1,6.0,65,3,21.666666666666668,0,3,0,3,0.0,3.0,0.0,3.0
21.14076003336075,79.08594508421527,88609612d1fffff,02-01-22,2,1,2.0,29,2,14.5,0,1,0,1,0.0,1.0,0.0,1.0
21.14076003336075,79.08594508421527,88609612d1fffff,02-03-22,5,1,5.0,29,2,14.5,0,3,0,2,0.0,3.0,0.0,2.0
21.14076003336075,79.08594508421527,88609612d1fffff,02-04-22,1,1,1.0,29,2,14.5,0,1,0,0,0.0,1.0,0.0,0.0
21.14076003336075,79.08594508421527,88609612d1fffff,02-05-22,8,2,4.0,29,2,14.5,1,7,0,0,0.5,3.5,0.0,0.0
21.14076003336075,79.08594508421527,88609612d1fffff,02-06-22,2,2,1.0,29,2,14.5,0,1,0,1,0.0,0.5,0.0,0.5
21.14076003336075,79.08594508421527,88609612d1fffff,02-07-22,9,2,4.5,29,2,14.5,0,6,0,3,0.0,3.0,0.0,1.5
21.14076003336075,79.08594508421527,88609612d1fffff,02-08-22,2,2,1.0,29,2,14.5,0,2,0,0,0.0,1.0,0.0,0.0
21.140482395915974,79.0771501970652,88609612d3fffff,02-01-22,7,3,2.3333333333333335,96,5,19.2,0,3,0,4,0.0,1.0,0.0,1.3333333333333333
21.140482395915974,79.0771501970652,88609612d3fffff,02-02-22,7,2,3.5,96,5,19.2,1,1,0,5,0.5,0.5,0.0,2.5
21.140482395915974,79.0771501970652,88609612d3fffff,02-03-22,11,3,3.6666666666666665,96,5,19.2,0,3,0,8,0.0,1.0,0.0,2.6666666666666665
21.140482395915974,79.0771501970652,88609612d3fffff,02-04-22,12,3,4.0,96,5,19.2,3,1,0,8,1.0,0.3333333333333333,0.0,2.6666666666666665
21.140482395915974,79.0771501970652,88609612d3fffff,02-05-22,19,5,3.8,96,5,19.2,2,4,0,13,0.4,0.8,0.0,2.6
21.140482395915974,79.0771501970652,88609612d3fffff,02-06-22,14,4,3.5,96,5,19.2,0,2,0,12,0.0,0.5,0.0,3.0
